player,player_url,season_src,season_tgt,league_src,league_tgt,team_src,team_tgt,age_src,age_tgt,position,minutes_src,minutes_tgt,goals_p90_src,goals_p90_tgt,goals_p90_delta,assists_p90_src,assists_p90_tgt,assists_p90_delta,xg_p90_src,xg_p90_tgt,xg_p90_delta,xag_p90_src,xag_p90_tgt,xag_p90_delta,prog_passes_p90_src,prog_passes_p90_tgt,prog_passes_p90_delta,prog_carries_p90_src,prog_carries_p90_tgt,prog_carries_p90_delta,touches_p90_src,touches_p90_tgt,touches_p90_delta
Paco Alcácer,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer,2018-2019,2019-2020,Bundesliga,La Liga,Dortmund,Villarreal,24,25,FW,1211.0,924.0,1.3377374071015689,0.3896103896103896,-0.9481270174911793,0.0,0.0974025974025974,0.0974025974025974,0.7060280759702725,0.36038961038961037,-0.34563846558066214,0.11890999174236169,0.13636363636363635,0.01745364462127466,,,,0.8918249380677126,1.2662337662337662,0.3744088281660536,29.430222956234516,29.8051948051948,0.37497184896028557
Moussa Diaby,https://fbref.com/en/players/aeed5c06/Moussa-Diaby,2018-2019,2019-2020,Ligue 1,Bundesliga,Paris S-G,Leverkusen,19,20,"MF,DF",1141.0,1771.0,0.1577563540753725,0.2540937323546019,0.09633737827922942,0.4732690622261175,0.2540937323546019,-0.21917532987151556,0.17353198948290974,0.25917560700169395,0.08564361751878422,0.30762489044697633,0.2896668548842462,-0.017958035562730124,,,,4.732690622261175,5.996612083568605,1.2639214613074303,54.58369851007888,47.108977978543194,-7.474720531535688
Sofiane Boufal,https://fbref.com/en/players/b0c71810/Sofiane-Boufal,2018-2019,2019-2020,La Liga,Premier League,Celta Vigo,Southampton,24,25,"MF,FW",2085.0,764.0,0.12949640287769784,0.0,-0.12949640287769784,0.12949640287769784,0.2356020942408377,0.10610569136313985,0.14676258992805755,0.11780104712041885,-0.0289615428076387,0.1553956834532374,0.3416230366492147,0.18622735319597727,,,,6.647482014388489,5.654450261780105,-0.9930317526083838,54.82014388489208,58.42931937172775,3.6091754868356674
Víctor Camarasa,https://fbref.com/en/players/b2d03887/Victor-Camarasa,2018-2019,2019-2020,Premier League,La Liga,Cardiff City,Alavés,24,25,MF,2569.0,1293.0,0.17516543402101986,0.0,-0.17516543402101986,0.1401323472168159,0.06960556844547564,-0.07052677877134025,0.1401323472168159,0.02088167053364269,-0.1192506766831732,0.1331257298559751,0.1531322505800464,0.020006520724071303,,,,1.7516543402101985,0.6264501160092807,-1.125204224200918,45.472946671856754,46.42691415313225,0.9539674812754981
Diego Carlos,https://fbref.com/en/players/b4a014b1/Diego-Carlos,2018-2019,2019-2020,Ligue 1,La Liga,Nantes,Sevilla,25,26,DF,3148.0,3134.0,0.02858958068614994,0.0574345883854499,0.028845007699299964,0.0,0.0,0.0,0.05717916137229988,0.06604977664326739,0.00887061527096751,0.01429479034307497,0.01723037651563497,0.0029355861725600015,,,,0.5717916137229988,0.1723037651563497,-0.3994878485666491,60.32401524777637,64.78621569878749,4.462200451011114
Chris Smalling,https://fbref.com/en/players/b6964eb6/Chris-Smalling,2018-2019,2019-2020,Premier League,Serie A,Manchester Utd,Roma,28,29,DF,2127.0,2566.0,0.042313117066290554,0.10522213561964146,0.0629090185533509,0.0,0.0701480904130943,0.0701480904130943,0.05077574047954866,0.06664068589243959,0.015864945412890928,0.00846262341325811,0.024551831644583005,0.016089208231324894,,,,0.12693935119887165,0.455962587685113,0.3290232364862413,51.11424541607899,61.5900233826968,10.475777966617812
Nicholas Opoku,https://fbref.com/en/players/b871bf55/Nicholas-Opoku,2018-2019,2019-2020,Serie A,Ligue 1,Udinese,Amiens,20,21,DF,910.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039560439560439566,0.0,-0.039560439560439566,0.0,0.0,0.0,,,,0.7912087912087913,0.42857142857142855,-0.36263736263736274,46.681318681318686,41.285714285714285,-5.395604395604401
Sébastien Haller,https://fbref.com/en/players/ba115a40/Sebastien-Haller,2018-2019,2019-2020,Bundesliga,Premier League,Eint Frankfurt,West Ham,24,25,FW,2182.0,2266.0,0.618698441796517,0.2780229479258606,-0.34067549387065643,0.3712190650779102,0.03971756398940865,-0.3315015010885015,0.5403299725022915,0.3177405119152692,-0.22258946058702234,0.2516040329972502,0.09929390997352162,-0.1523101230237286,,,,1.237396883593034,0.675198587819947,-0.562198295773087,45.82493125572869,42.021182700794355,-3.8037485549343373
Pedro Obiang,https://fbref.com/en/players/ba1e04b3/Pedro-Obiang,2018-2019,2019-2020,Premier League,Serie A,West Ham,Sassuolo,26,27,MF,1128.0,1674.0,0.0,0.05376344086021505,0.05376344086021505,0.0797872340425532,0.05376344086021505,-0.026023793182338148,0.047872340425531915,0.09139784946236558,0.043525509036833665,0.0797872340425532,0.03763440860215053,-0.042152825440402664,,,,0.8776595744680851,0.8602150537634408,-0.017444520704644306,55.212765957446805,69.56989247311827,14.357126515671467
João Cancelo,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,2018-2019,2019-2020,Serie A,Premier League,Juventus,Manchester City,24,25,DF,1968.0,1208.0,0.04573170731707317,0.0,-0.04573170731707317,0.13719512195121952,0.0,-0.13719512195121952,0.07774390243902439,0.04470198675496689,-0.0330419156840575,0.18292682926829268,0.2086092715231788,0.025682442254886112,,,,4.984756097560975,3.129139072847682,-1.8556170247132933,80.2591463414634,97.52483443708608,17.26568809562268
Ashley Young,https://fbref.com/en/players/be927d03/Ashley-Young,2018-2019,2019-2020,Premier League,Serie A,Manchester Utd,Inter,33,34,DF,2569.0,1185.0,0.07006617360840794,0.3037974683544304,0.23373129474602244,0.07006617360840794,0.3037974683544304,0.23373129474602244,0.017516543402101986,0.06835443037974684,0.05083788697764485,0.10860256909303231,0.25063291139240507,0.14203034229937275,,,,2.487349163098482,2.5822784810126582,0.09492931791417636,76.47722849357727,57.64556962025317,-18.831658873324102
Nabil Fekir,https://fbref.com/en/players/bece776f/Nabil-Fekir,2018-2019,2019-2020,Ligue 1,La Liga,Lyon,Betis,25,26,MF,1988.0,2638.0,0.4074446680080483,0.23881728582259287,-0.16862738218545542,0.31690140845070425,0.13646702047005307,-0.18043438798065117,0.4617706237424547,0.23540561031084156,-0.22636501343161314,0.244466800804829,0.08188021228203184,-0.16258658852279717,,,,2.806841046277666,3.582259287338893,0.7754182410612271,64.55734406438631,48.95754359363154,-15.599800470754772
Ismaila Sarr,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr,2018-2019,2019-2020,Ligue 1,Premier League,Rennes,Watford,20,21,"FW,MF",2788.0,2028.0,0.2582496413199426,0.22189349112426035,-0.03635615019568225,0.19368723098995697,0.17751479289940827,-0.01617243809054869,0.19368723098995697,0.2707100591715976,0.0770228281816406,0.19691535150645623,0.1997041420118343,0.002788790505378086,,,,5.261836441893831,4.7485207100591715,-0.5133157318346591,36.92969870875179,38.52071005917159,1.591011350419798
Federico Barba,https://fbref.com/en/players/c010b898/Federico-Barba,2018-2019,2019-2020,Serie A,La Liga,Chievo,Valladolid,24,25,DF,2483.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028997180829641565,0.0,-0.028997180829641565,0.05799436165928313,0.0,-0.05799436165928313,,,,1.0873942811115587,0.6,-0.4873942811115587,56.79822795006041,53.8,-2.9982279500604108
Dani Ceballos,https://fbref.com/en/players/c0617e2b/Dani-Ceballos,2018-2019,2019-2020,La Liga,Premier League,Real Madrid,Arsenal,21,22,"MF,FW",1248.0,1692.0,0.21634615384615383,0.0,-0.21634615384615383,0.0,0.10638297872340426,0.10638297872340426,0.1658653846153846,0.031914893617021274,-0.13395049099836334,0.08653846153846154,0.09574468085106383,0.009206219312602293,,,,2.7403846153846154,3.1914893617021276,0.4511047463175122,86.97115384615384,80.31914893617021,-6.652004909983631
Joelinton,https://fbref.com/en/players/c17bfb65/Joelinton,2018-2019,2019-2020,Bundesliga,Premier League,Hoffenheim,Newcastle Utd,21,22,"FW,MF",2130.0,2683.0,0.29577464788732394,0.06708907938874395,-0.22868556849858,0.2112676056338028,0.06708907938874395,-0.14417852624505886,0.3507042253521127,0.18449496831904585,-0.16620925703306685,0.21971830985915491,0.09727916511367872,-0.1224391447454762,,,,2.2394366197183095,1.5765933656354827,-0.6628432540828268,44.239436619718305,41.427506522549386,-2.8119300971689185
Ellyes Skhiri,https://fbref.com/en/players/c2211709/Ellyes-Skhiri,2018-2019,2019-2020,Ligue 1,Bundesliga,Montpellier,Köln,23,24,MF,3090.0,2672.0,0.08737864077669902,0.033682634730538924,-0.053696006046160094,0.058252427184466014,0.10104790419161676,0.042795477007150744,0.034951456310679606,0.07410179640718563,0.039150340096506024,0.034951456310679606,0.0842065868263473,0.04925513051566769,,,,1.1067961165048543,0.9094311377245509,-0.19736497878030346,59.7378640776699,58.74251497005988,-0.9953491076100178
Lucas Hernández,https://fbref.com/en/players/c3ee18ef/Lucas-Hernandez,2018-2019,2019-2020,La Liga,Bundesliga,Atlético Madrid,Bayern Munich,22,23,DF,1117.0,920.0,0.08057296329453895,0.0,-0.08057296329453895,0.0,0.09782608695652174,0.09782608695652174,0.06445837063563116,0.0391304347826087,-0.02532793585302246,0.06445837063563116,0.10760869565217393,0.04315032501654277,,,,1.5308863025962398,1.6630434782608696,0.1321571756646298,56.32050134288272,88.72826086956522,32.4077595266825
Reiss Nelson,https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson,2018-2019,2019-2020,Bundesliga,Premier League,Hoffenheim,Arsenal,18,19,"MF,FW",643.0,631.0,0.9797822706065318,0.14263074484944532,-0.8371515257570865,0.0,0.0,0.0,0.46189735614307925,0.1283676703645008,-0.33352968577857844,0.12597200622083982,0.05705229793977813,-0.06891970828106168,,,,4.898911353032659,4.27892234548336,-0.6199890075492993,48.289269051321924,45.35657686212361,-2.9326921891983133
Andreas Cornelius,https://fbref.com/en/players/c693347d/Andreas-Cornelius,2018-2019,2019-2020,Ligue 1,Serie A,Bordeaux,Parma,25,26,FW,792.0,1494.0,0.3409090909090909,0.7228915662650601,0.38198247535596924,0.11363636363636363,0.18072289156626503,0.0670865279299014,0.2613636363636363,0.4096385542168674,0.1482749178532311,0.056818181818181816,0.13253012048192772,0.0757119386637459,,,,0.6818181818181818,1.3855421686746987,0.7037239868565169,38.86363636363636,37.16867469879518,-1.6949616648411805
Maya Yoshida,https://fbref.com/en/players/caffaf5a/Maya-Yoshida,2018-2019,2019-2020,Premier League,Serie A,Southampton,Sampdoria,29,30,DF,1518.0,1187.0,0.0,0.0,0.0,0.05928853754940711,0.07582139848357203,0.016532860934164915,0.1126482213438735,0.02274641954507161,-0.08990180179880189,0.029644268774703556,0.030328559393428815,0.0006842906187252591,,,,0.05928853754940711,0.2274641954507161,0.168175657901309,46.126482213438734,54.13647851727043,8.009996303831699
Alfred Gomis,https://fbref.com/en/players/cecbce23/Alfred-Gomis,2018-2019,2019-2020,Serie A,Ligue 1,SPAL,Dijon,24,25,GK,1724.0,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,38.056844547563806,43.47127856701668,5.414434019452877
Erik Durm,https://fbref.com/en/players/cf623c78/Erik-Durm,2018-2019,2019-2020,Premier League,Bundesliga,Huddersfield,Eint Frankfurt,26,27,DF,2055.0,511.0,0.0,0.0,0.0,0.043795620437956206,0.0,-0.043795620437956206,0.017518248175182483,0.10567514677103718,0.0881568985958547,0.026277372262773723,0.03522504892367906,0.008947676660905336,,,,1.8394160583941608,1.761252446183953,-0.07816361221020784,57.197080291970806,56.53620352250489,-0.660876769465915
Nikola Kalinić,https://fbref.com/en/players/d4931a5a/Nikola-Kalinic,2018-2019,2019-2020,La Liga,Serie A,Atlético Madrid,Roma,30,31,FW,642.0,571.0,0.2803738317757009,0.788091068301226,0.5077172365255251,0.0,0.1576182136602452,0.1576182136602452,0.2523364485981308,0.8984238178633976,0.6460873692652669,0.028037383177570093,0.09457092819614711,0.06653354501857701,,,,0.7009345794392523,0.6304728546409808,-0.07046172479827151,22.990654205607477,28.371278458844134,5.3806242532366575
Theo Hernández,https://fbref.com/en/players/d4c9725f/Theo-Hernandez,2018-2019,2019-2020,La Liga,Serie A,Real Sociedad,Milan,20,21,DF,1976.0,2817.0,0.04554655870445344,0.19169329073482427,0.14614673203037082,0.09109311740890688,0.09584664536741214,0.004753527958505255,0.06376518218623481,0.1853035143769968,0.12153833219076199,0.08198380566801619,0.1405750798722045,0.058591274204188304,,,,3.9625506072874495,3.993610223642172,0.031059616354722763,65.95141700404858,76.00638977635782,10.054972772309242
Nacho Monreal,https://fbref.com/en/players/d4cb83cc/Nacho-Monreal,2018-2019,2019-2020,Premier League,La Liga,Arsenal,Real Sociedad,32,33,DF,1861.0,2390.0,0.04836109618484686,0.07531380753138076,0.026952711346533896,0.14508328855454058,0.0,-0.14508328855454058,0.06286942504030092,0.11673640167364016,0.05386697663333924,0.08221386351423966,0.06778242677824267,-0.014431436735996991,,,,1.5475550779150995,1.506276150627615,-0.0412789272874845,73.99247716281569,62.096234309623426,-11.896242853192263
Giovani Lo Celso,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,2018-2019,2019-2020,La Liga,Premier League,Betis,Tottenham,22,23,"MF,FW",2397.0,1492.0,0.3379224030037547,0.0,-0.3379224030037547,0.15018773466833543,0.12064343163538872,-0.02954430303294671,0.3078848560700876,0.07841823056300268,-0.2294666255070849,0.15018773466833543,0.09651474530831099,-0.053672989360024445,,,,4.76846057571965,3.7399463806970505,-1.0285141950225993,67.65957446808511,76.36729222520107,8.707717757115958
Guillermo Maripán,https://fbref.com/en/players/d9764034/Guillermo-Maripan,2018-2019,2019-2020,La Liga,Ligue 1,Alavés,Monaco,24,25,DF,2008.0,1753.0,0.08964143426294821,0.1026811180832858,0.013039683820337586,0.08964143426294821,0.0,-0.08964143426294821,0.11205179282868527,0.0975470621791215,-0.014504730649563771,0.044820717131474105,0.00513405590416429,-0.039686661227309815,,,,0.4482071713147411,0.6160867084997148,0.16787953718497373,44.820717131474105,65.25385054192812,20.433133410454012
Tomáš Koubek,https://fbref.com/en/players/dc366c36/Tomas-Koubek,2018-2019,2019-2020,Ligue 1,Bundesliga,Rennes,Augsburg,25,26,GK,2925.0,2160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,30.307692307692307,38.666666666666664,8.358974358974358
Rachid Ghezzal,https://fbref.com/en/players/dc3a9a0d/Rachid-Ghezzal,2018-2019,2019-2020,Premier League,Serie A,Leicester City,Fiorentina,26,27,"FW,MF",743.0,828.0,0.12113055181695827,0.10869565217391305,-0.012434899643045214,0.0,0.0,0.0,0.16958277254374157,0.05434782608695653,-0.11523494645678505,0.20592193808882905,0.14130434782608697,-0.06461759026274208,,,,4.360699865410497,4.021739130434783,-0.3389607349757142,69.52893674293405,65.54347826086958,-3.985458482064473
Henrikh Mkhitaryan,https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan,2018-2019,2019-2020,Premier League,Serie A,Arsenal,Roma,29,30,"FW,MF",1641.0,1530.0,0.3290676416819013,0.5294117647058824,0.20034412302398108,0.21937842778793418,0.29411764705882354,0.07473921927088936,0.2742230347349177,0.33529411764705885,0.06107108291214114,0.340036563071298,0.17647058823529413,-0.16356597483600385,,,,3.729433272394881,3.4705882352941178,-0.25884503710076334,61.864716636197436,53.05882352941177,-8.805893106785668
Chadrac Akolo,https://fbref.com/en/players/debc2f28/Chadrac-Akolo,2018-2019,2019-2020,Bundesliga,Ligue 1,Stuttgart,Amiens,23,24,"MF,FW",525.0,544.0,0.0,0.33088235294117646,0.33088235294117646,0.17142857142857143,0.16544117647058823,-0.0059873949579832,0.1542857142857143,0.18198529411764708,0.027699579831932775,0.08571428571428572,0.21507352941176472,0.129359243697479,,,,2.4,1.8198529411764706,-0.5801470588235293,39.42857142857143,46.32352941176471,6.8949579831932795
Joachim Andersen,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,2018-2019,2019-2020,Serie A,Ligue 1,Sampdoria,Lyon,22,23,DF,2880.0,1531.0,0.0,0.058785107772697576,0.058785107772697576,0.03125,0.0,-0.03125,0.03125,0.052906596995427824,0.021656596995427824,0.021875,0.011757021554539516,-0.010117978445460482,,,,0.78125,0.35271064663618545,-0.42853935336381455,72.75,87.00195950359242,14.251959503592417
Gianluigi Buffon,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,2018-2019,2019-2020,Ligue 1,Serie A,Paris S-G,Juventus,40,41,GK,1530.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,26.470588235294116,25.0,-1.470588235294116
Keylor Navas,https://fbref.com/en/players/ecada4fc/Keylor-Navas,2018-2019,2019-2020,La Liga,Ligue 1,Real Madrid,Paris S-G,31,32,GK,900.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,31.6,27.428571428571427,-4.171428571428574
Darwin Machís,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis,2018-2019,2019-2020,Serie A,La Liga,Udinese,Granada,25,26,"FW,MF",463.0,2129.0,0.0,0.2959135744480977,0.2959135744480977,0.19438444924406045,0.21136683889149835,0.016982389647437895,0.21382289416846653,0.2832315641146078,0.06940866994614128,0.17494600431965443,0.19023015500234852,0.015284150682694092,,,,7.1922246220302375,3.9314232033818697,-3.260801418648368,49.1792656587473,38.6801315171442,-10.4991341416031
Adam Ounas,https://fbref.com/en/players/ed90babd/Adam-Ounas,2018-2019,2019-2020,Serie A,Ligue 1,Napoli,Nice,21,22,"MF,FW",538.0,1123.0,0.5018587360594795,0.16028495102404275,-0.3415737850354368,0.0,0.3205699020480855,0.3205699020480855,0.23420074349442377,0.16028495102404275,-0.07391579247038102,0.3178438661710037,0.26447016918967053,-0.05337369698133315,,,,7.5278810408921935,3.285841495992876,-4.242039544899317,63.90334572490706,52.17275155832591,-11.730594166581149
Aaron Ramsey,https://fbref.com/en/players/ef619b0b/Aaron-Ramsey,2018-2019,2019-2020,Premier League,Serie A,Arsenal,Juventus,27,28,MF,1331.0,1051.0,0.270473328324568,0.25689819219790677,-0.013575136126661225,0.40570999248685197,0.0856327307326356,-0.32007726175421636,0.2299023290758828,0.21408182683158897,-0.01582050224429382,0.135236664162284,0.09419600380589915,-0.041040660356384845,,,,3.1780616078136736,1.883920076117983,-1.2941415316956906,65.72501878287002,75.78496669838249,10.059947915512467
Laurent Koscielny,https://fbref.com/en/players/f5efb153/Laurent-Koscielny,2018-2019,2019-2020,Premier League,Ligue 1,Arsenal,Bordeaux,32,33,DF,1331.0,2183.0,0.20285499624342598,0.0,-0.20285499624342598,0.0,0.0,0.0,0.09466566491359879,0.016491067338524967,-0.07817459757507382,0.013523666416228399,0.0,-0.013523666416228399,,,,0.540946656649136,0.20613834173156206,-0.3348083149175739,71.40495867768594,65.96426935409986,-5.440689323586085
Franck Ribéry,https://fbref.com/en/players/f61c7c4e/Franck-Ribery,2018-2019,2019-2020,Bundesliga,Serie A,Bayern Munich,Fiorentina,35,36,"MF,FW",1174.0,1409.0,0.4599659284497445,0.19162526614620298,-0.2683406623035415,0.22998296422487224,0.19162526614620298,-0.03835769807866926,0.2989778534923339,0.1660752306600426,-0.13290262283229132,0.16865417376490632,0.1660752306600426,-0.002578943104863729,,,,8.58603066439523,6.3236337828246985,-2.262396881570531,71.52470187393527,59.53158268275373,-11.993119191181542
Hamza Mendyl,https://fbref.com/en/players/f99fe221/Hamza-Mendyl,2018-2019,2019-2020,Bundesliga,Ligue 1,Schalke 04,Dijon,20,21,DF,544.0,1441.0,0.0,0.06245662734212352,0.06245662734212352,0.0,0.0,0.0,0.016544117647058824,0.03122831367106176,0.014684196024002935,0.0,0.06245662734212352,0.06245662734212352,,,,3.474264705882353,3.4351145038167936,-0.03915020206555919,53.60294117647059,66.1415683553088,12.538627178838219
Diego Godín,https://fbref.com/en/players/fc4f85b1/Diego-Godin,2018-2019,2019-2020,La Liga,Serie A,Atlético Madrid,Inter,32,33,DF,2509.0,1628.0,0.10761259465922679,0.05528255528255528,-0.05233003937667151,0.03587086488640893,0.05528255528255528,0.019411690396146354,0.09326424870466322,0.049754299754299756,-0.04350994895036347,0.010761259465922678,0.05528255528255528,0.044521295816632604,,,,0.43045037863690716,1.769041769041769,1.3385913904048619,48.318055001992825,72.8071253071253,24.48907030513248
Abdou Diallo,https://fbref.com/en/players/fc62f087/Abdou-Diallo,2018-2019,2019-2020,Bundesliga,Ligue 1,Dortmund,Paris S-G,22,23,DF,2379.0,1201.0,0.03783102143757881,0.0,-0.03783102143757881,0.03783102143757881,0.07493755203996669,0.037106530602387874,0.0605296343001261,0.08992506244796003,0.029395428147833927,0.022698612862547287,0.037468776019983344,0.014770163157436057,,,,1.7402269861286255,1.5736885928393005,-0.16653839328932496,84.32534678436318,87.45212323064113,3.126776446277958
Valentino Lazaro,https://fbref.com/en/players/016ff750/Valentino-Lazaro,2019-2020,2020-2021,Premier League,Bundesliga,Newcastle Utd,M'Gladbach,23,24,"DF,MF",480.0,1240.0,0.1875,0.14516129032258063,-0.04233870967741937,0.0,0.0,0.0,0.07500000000000001,0.1669354838709677,0.0919354838709677,0.037500000000000006,0.08709677419354837,0.04959677419354837,,,,1.3125,2.3951612903225805,1.0826612903225805,45.375,51.314516129032256,5.939516129032256
Lisandro Magallán,https://fbref.com/en/players/01a49bd2/Lisandro-Magallan,2019-2020,2020-2021,La Liga,Serie A,Alavés,Crotone,25,26,DF,1197.0,2181.0,0.07518796992481203,0.04126547455295736,-0.03392249537185467,0.07518796992481203,0.08253094910591471,0.007342979181102688,0.06015037593984962,0.04951856946354883,-0.010631806476300791,0.022556390977443608,0.016506189821182946,-0.006050201156260662,,,,0.07518796992481203,0.4951856946354883,0.41999772471067626,42.556390977443606,56.07977991746905,13.523388940025441
Weston McKennie,https://fbref.com/en/players/01c3aff5/Weston-McKennie,2019-2020,2020-2021,Bundesliga,Serie A,Schalke 04,Juventus,20,21,"MF,DF",2074.0,1702.0,0.13018322082931533,0.26439482961222094,0.1342116087829056,0.0,0.10575793184488837,0.10575793184488837,0.1171648987463838,0.2591069330199765,0.1419420342735927,0.12584378013500483,0.1745005875440658,0.048656807409060976,,,,1.4754098360655739,1.8507638072855463,0.3753539712199725,58.10511089681774,52.931844888366626,-5.173266008451115
Nemanja Radonjić,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic,2019-2020,2020-2021,Ligue 1,Bundesliga,Marseille,Hertha BSC,23,24,"FW,MF",880.0,611.0,0.5113636363636364,0.14729950900163666,-0.36406412736199967,0.10227272727272727,0.2945990180032733,0.19232629073054605,0.33749999999999997,0.27986906710310966,-0.05763093289689031,0.12272727272727271,0.14729950900163666,0.024572236274363946,,,,5.5227272727272725,5.8919803600654665,0.36925308733819406,50.72727272727273,49.345335515548285,-1.3819372117244413
Benjamin Henrichs,https://fbref.com/en/players/0a89e877/Benjamin-Henrichs,2019-2020,2020-2021,Ligue 1,Bundesliga,Monaco,RB Leipzig,22,23,"DF,MF",890.0,540.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.07078651685393257,0.03333333333333333,-0.03745318352059924,0.06067415730337078,0.09999999999999999,0.03932584269662921,,,,2.2247191011235956,2.0,-0.2247191011235956,65.2247191011236,69.5,4.275280898876403
Mohammed Salisu,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,2019-2020,2020-2021,La Liga,Premier League,Valladolid,Southampton,20,21,DF,2725.0,844.0,0.03302752293577982,0.0,-0.03302752293577982,0.03302752293577982,0.0,-0.03302752293577982,0.04623853211009174,0.031990521327014215,-0.014248010783077525,0.01651376146788991,0.04265402843601896,0.02614026696812905,,,,0.06605504587155964,0.8530805687203791,0.7870255228488194,46.965137614678895,55.55687203791469,8.591734423235792
Rafinha,https://fbref.com/en/players/0c2ac3cb/Rafinha,2019-2020,2020-2021,La Liga,Ligue 1,Celta Vigo,Paris S-G,26,27,MF,2111.0,1361.0,0.1705352913311227,0.0,-0.1705352913311227,0.04263382283278067,0.2645113886847906,0.22187756585200996,0.06395073424917101,0.09257898603967671,0.028628251790505696,0.08100426338228327,0.1719324026451139,0.09092813926283062,,,,2.984367598294647,3.6370315944158707,0.6526639961212237,71.7100900047371,91.52094048493755,19.810850480200457
Eric Maxim Choupo-Moting,https://fbref.com/en/players/0e6bc38c/Eric-Maxim-Choupo-Moting,2019-2020,2020-2021,Ligue 1,Bundesliga,Paris S-G,Bayern Munich,30,31,"FW,MF",451.0,820.0,0.5986696230598669,0.32926829268292684,-0.2694013303769401,0.19955654101995565,0.0,-0.19955654101995565,0.5188470066518848,0.5158536585365854,-0.002993348115299388,0.1197339246119734,0.16463414634146342,0.04490022172949003,,,,1.5964523281596452,0.9878048780487805,-0.6086474501108647,33.92461197339246,34.353658536585364,0.42904656319290524
Philippe Coutinho,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho,2019-2020,2020-2021,Bundesliga,La Liga,Bayern Munich,Barcelona,27,28,"MF,FW",1411.0,654.0,0.5102763997165132,0.27522935779816515,-0.23504704191834802,0.3827072997873848,0.27522935779816515,-0.10747794198921967,0.5485471296952515,0.5504587155963303,0.0019115859010787606,0.2551381998582566,0.09633027522935779,-0.1588079246288988,,,,3.635719347980156,5.229357798165138,1.5936384501849816,66.39971651311127,80.36697247706422,13.967255963952951
Ibrahima Diallo,https://fbref.com/en/players/11ff3d56/Ibrahima-Diallo,2019-2020,2020-2021,Ligue 1,Premier League,Brest,Southampton,20,21,MF,1561.0,1020.0,0.0,0.0,0.0,0.05765534913516976,0.0,-0.05765534913516976,0.011531069827033953,0.044117647058823525,0.03258657723178957,0.04035874439461883,0.05294117647058823,0.012582432075969395,,,,1.3837283792440742,0.9705882352941176,-0.4131401439499566,57.1941063420884,63.705882352941174,6.5117760108527705
Álvaro Morata,https://fbref.com/en/players/129af0db/Alvaro-Morata,2019-2020,2020-2021,La Liga,Serie A,Atlético Madrid,Juventus,26,27,FW,2098.0,2014.0,0.5147759771210677,0.4915590863952334,-0.023216890725834327,0.08579599618684462,0.4021847070506455,0.3163887108638009,0.686367969494757,0.47815292949354515,-0.20821504000121183,0.21020019065776932,0.2279046673286991,0.01770447667092978,,,,2.102001906577693,2.457795431976167,0.35579352539847386,33.8465204957102,38.028798411122146,4.1822779154119445
Wesley Fofana,https://fbref.com/en/players/132a82f1/Wesley-Fofana,2019-2020,2020-2021,Ligue 1,Premier League,Saint-Étienne,Leicester City,18,19,DF,1215.0,2262.0,0.07407407407407407,0.0,-0.07407407407407407,0.0,0.0,0.0,0.06666666666666667,0.03978779840848806,-0.026878868258178604,0.007407407407407408,0.011936339522546418,0.004528932115139011,,,,2.2222222222222223,1.4721485411140585,-0.7500736811081639,61.48148148148148,81.0079575596817,19.52647607820022
Krzysztof Piątek,https://fbref.com/en/players/17f3620a/Krzysztof-Piatek,2019-2020,2020-2021,Serie A,Bundesliga,Milan,Hertha BSC,24,25,FW,1183.0,1630.0,0.3043110735418428,0.38650306748466257,0.08219199394281979,0.0,0.05521472392638037,0.05521472392638037,0.555367709213863,0.35337423312883437,-0.20199347608502866,0.1293322062552832,0.06073619631901841,-0.06859600993626477,,,,1.2172442941673711,0.9938650306748467,-0.22337926349252446,28.30092983939138,31.472392638036812,3.1714627986454325
